Date,Close/Last,Volume,Open,High,Low
10/12/2020,23640,5798,23640,23670,23515
10/09/2020,23600,7198,23705,23765,23580
10/08/2020,23660,4109,23525,23735,23500
10/07/2020,23535,2857,23270,23560,23265
10/06/2020,23310,4115,23450,23475,23275
10/05/2020,23445,2980,23300,23465,23250
10/02/2020,23220,7435,23350,23385,22990
10/01/2020,23380,4974,23315,23405,23260
09/30/2020,23305,7716,23465,23560,23165
09/29/2020,23500,4587,23470,23650,23380
09/28/2020,23430,3693,23255,23450,23210
09/25/2020,23210,4603,23070,23245,22890
09/24/2020,23075,7416,23115,23165,22915
09/23/2020,23125,7800,22965,23305,22925
09/22/2020,22940,3468,22825,22975,22620
09/21/2020,22855,8086,23135,23285,22515
09/18/2020,23155,7944,23255,23310,23085
09/17/2020,23260,7140,23345,23400,23120
09/16/2020,23360,4269,23375,23425,23295
09/15/2020,23380,4226,23360,23420,23255
09/14/2020,23360,4813,23280,23510,23280
09/11/2020,23250,7604,23005,23285,23240
09/10/2020,23010,9680,23130,23020,22955
09/09/2020,23190,9084,22905,23240,22810
09/08/2020,23030,16026,23235,23310,22925
09/04/2020,23175,11609,23095,23215,23170
09/03/2020,23100,9881,23520,23630,22975
09/02/2020,23505,8482,23225,23530,23170
09/01/2020,23205,4762,23070,23225,23005
08/31/2020,23105,8517,22945,23375,22945
08/28/2020,22945,12502,23280,23390,22565
