Date,Close/Last,Volume,Open,High,Low
10/08/2018,23655,6679,23720,23840,23395
10/05/2018,23695,14476,23800,23970,23585
10/04/2018,23790,15051,24300,24325,23650
10/03/2018,24310,9050,24265,24390,24060
10/02/2018,24255,10388,24440,24475,24125
10/01/2018,24455,8619,24250,24515,24170
09/28/2018,24185,13249,24090,24320,24030
09/27/2018,24055,12520,23900,24155,23810
09/26/2018,23915,8561,23870,24060,23865
09/25/2018,23840,7713,23750,23905,23690
09/24/2018,23735,4523,23695,23750,23625
09/21/2018,23770,9477,23725,23855,23650
09/20/2018,23720,9229,23635,23740,23455
09/19/2018,23615,11286,23695,23730,23545
09/18/2018,23710,17290,23060,23765,22910
09/17/2018,23055,6019,23055,23240,23005
09/14/2018,23095,17766,22855,23130,22820
09/13/2018,22845,11679,22520,22875,22500
09/12/2018,22650,11690,22735,22740,22535
09/11/2018,22715,14591,22465,22750,22450
09/10/2018,22450,13533,22370,22500,22245
09/07/2018,22350,15134,22400,22450,22160
09/06/2018,22410,13503,22510,22565,22365
09/05/2018,22530,8915,22745,22745,22490
09/04/2018,22715,12020,22770,22855,22595
08/31/2018,22825,3404,22825,22855,22700
08/30/2018,22740,9990,23020,23145,22665
08/29/2018,22985,7044,22780,23020,22780
08/28/2018,22810,6274,22915,22990,22775
08/27/2018,22890,5684,22625,22920,22625
08/24/2018,22615,4758,22490,22645,22445
08/23/2018,22500,5950,22400,22525,22365
08/22/2018,22370,5801,22230,22455,22145
08/21/2018,22315,5862,22150,22370,22045
08/20/2018,22180,4655,22270,22280,22135
08/17/2018,22270,6943,22300,22340,22090
08/16/2018,22290,10325,22005,22360,21875
08/15/2018,22010,9332,22345,22365,21855
08/14/2018,22335,8164,22085,22385,22030
08/13/2018,22050,15749,22125,22155,21830
08/10/2018,22185,13859,22545,22620,22070
08/09/2018,22575,4572,22570,22630,22495
08/08/2018,22580,5691,22660,22810,22550
08/07/2018,22685,4825,22535,22690,22530
08/06/2018,22545,8672,22580,22620,22450
08/03/2018,22580,5081,22625,22740,22450
08/02/2018,22585,7778,22705,22750,22385
08/01/2018,22650,7798,22660,22830,22560
07/31/2018,22640,11356,22475,22710,22355
07/30/2018,22490,5910,22630,22635,22475
07/27/2018,22635,7550,22675,22755,22580
07/26/2018,22640,6121,22575,22680,22535
07/25/2018,22625,7019,22565,22670,22515
07/24/2018,22580,6624,22480,22625,22410
07/23/2018,22485,7224,22510,22560,22345
07/20/2018,22545,11165,22710,22875,22505
07/19/2018,22725,5515,22885,22930,22690
07/18/2018,22885,5795,22865,22955,22785
07/17/2018,22875,9342,22545,22890,22510
07/16/2018,22565,3732,22605,22745,22555
07/13/2018,22590,10441,22345,22705,22335
07/12/2018,22355,8217,22015,22360,21995
07/11/2018,22030,11671,22150,22165,21760
07/10/2018,22260,7230,22220,22325,22165
07/09/2018,22215,9148,21815,22225,21815
07/06/2018,21830,9818,21700,21895,21655
07/05/2018,21720,13526,21720,21790,21475
07/03/2018,21735,2573,21735,21775,21610
07/02/2018,21885,12903,22265,22330,21715
06/29/2018,22265,9695,22335,22370,22165
06/28/2018,22320,10896,22175,22345,22060
06/27/2018,22165,11740,22310,22440,22125
06/26/2018,22335,8652,22210,22405,22095
06/25/2018,22195,14863,22470,22555,22025
06/22/2018,22540,7420,22405,22625,22390
06/21/2018,22425,10832,22480,22765,22395
06/20/2018,22520,10003,22260,22585,22155
06/19/2018,22255,13339,22695,22710,22105
06/18/2018,22695,6344,22800,22855,22570
06/15/2018,22800,12395,22855,22900,22670
06/14/2018,22875,6933,22820,22905,22700
06/13/2018,22820,4655,22855,22970,22820
06/12/2018,22835,8402,22955,23005,22780
06/11/2018,22960,7294,22640,22985,22600
06/08/2018,22670,8316,22695,22860,22500
06/07/2018,22725,4200,22775,22880,22650
06/06/2018,22750,11358,22555,22755,22505
06/05/2018,22515,15282,22560,22605,22445
06/04/2018,22560,22751,22345,22575,22290
06/01/2018,22370,8740,22070,22380,22070
05/31/2018,22100,9965,22245,22270,22015
05/30/2018,22255,10657,22040,22275,21925
05/29/2018,22040,19804,22420,22555,21920
05/25/2018,22360,2031,22465,22555,22400
05/24/2018,22320,17158,22610,22640,22075
05/23/2018,22620,20803,22915,22950,22475
05/22/2018,22940,5239,23025,23030,22915
05/21/2018,23030,6989,22915,23060,22900
05/18/2018,22850,6219,22905,22960,22810
05/17/2018,22900,6995,22845,22960,22795
05/16/2018,22820,5460,22750,22835,22695
05/15/2018,22755,9170,22895,22915,22725
05/14/2018,22890,5734,22745,22900,22730
05/11/2018,22715,8340,22535,22785,22515
05/10/2018,22520,6834,22505,22555,22435
05/09/2018,22500,7942,22500,22505,22370
05/08/2018,22505,9213,22480,22575,22415
05/07/2018,22475,7227,22510,22555,22360
05/04/2018,22480,5583,22365,22520,22175
05/03/2018,22360,8209,22425,22425,22105
05/02/2018,22435,7540,22595,22605,22410
05/01/2018,22560,5569,22445,22610,22430
04/30/2018,22450,5524,22485,22655,22435
04/27/2018,22465,7915,22455,22565,22370
04/26/2018,22450,8179,22335,22465,22285
04/25/2018,22305,12442,22110,22330,22085
04/24/2018,22095,13028,22230,22365,21985
04/23/2018,22210,8976,22220,22230,22040
04/20/2018,22100,10490,22155,22280,22065
04/19/2018,22160,8835,22180,22375,22070
04/18/2018,22175,9521,21905,22220,21905
04/17/2018,21905,9331,21845,21975,21800
04/16/2018,21835,7353,21880,22025,21785
04/13/2018,21795,13867,21875,21945,21720
04/12/2018,21840,9451,21695,21875,21620
04/11/2018,21680,9914,21900,21900,21595
04/10/2018,21865,17404,21655,21990,21560
04/09/2018,21625,14587,21485,21835,21485
04/06/2018,21460,19887,21900,21920,21340
04/05/2018,21905,12458,21565,21950,21485
04/04/2018,21600,15948,21515,21605,21060
04/03/2018,21525,13118,21095,21560,21070
04/02/2018,21075,14674,21475,21630,20955
03/29/2018,21510,17449,21300,21665,21030
03/28/2018,21140,17738,20730,21140,20710
03/27/2018,20740,19385,20740,21220,20655
03/26/2018,20725,19764,20190,20745,20180
03/23/2018,20215,25294,20830,20850,20170
03/22/2018,20900,21851,21205,21445,20760
03/21/2018,21180,7117,21355,21415,21175
03/20/2018,21345,9945,21170,21365,21085
03/19/2018,21175,16871,21475,21530,20955
03/16/2018,21470,11611,21700,21730,21385
03/15/2018,21705,14634,21615,21755,21420
03/14/2018,21615,13719,21620,21790,21475
03/13/2018,21650,15579,21625,21980,21585
03/12/2018,21625,10264,21800,21865,21565
03/09/2018,21760,17496,21525,21780,21245
03/08/2018,21660,4552,21465,21680,21300
03/07/2018,21450,38365,21495,21495,21190
03/06/2018,21635,33468,21430,21805,21390
03/05/2018,21415,39359,21115,21465,20845
03/02/2018,21125,29828,21135,21270,20690
03/01/2018,21120,36633,21910,21970,21035
02/28/2018,21920,17941,22200,22380,21880
02/27/2018,22180,14965,22415,22510,22175
02/26/2018,22425,14875,22075,22430,22050
02/23/2018,22035,11699,21735,22045,21695
02/22/2018,21715,20319,21865,21885,21550
02/21/2018,21865,19391,21860,22195,21810
02/20/2018,21870,24460,21975,22160,21810
02/16/2018,21900,3450,21865,22100,21840
02/15/2018,21500,21993,21505,21630,21310
02/14/2018,21525,32303,21280,21530,20945
02/13/2018,21235,27407,21635,21730,20930
02/12/2018,21660,14913,21320,21735,21280
02/09/2018,21295,36148,21185,21580,20565
02/08/2018,21190,47100,21780,22020,21100
02/07/2018,21855,48325,22245,22370,21475
02/06/2018,22270,85607,21620,22315,21065
02/05/2018,21410,45045,22960,22995,21365
02/02/2018,22980,25495,23385,23390,22950
02/01/2018,23305,21090,23300,23510,23240
01/31/2018,23285,21205,23205,23380,23095
01/30/2018,23215,26302,23570,23610,23145
01/29/2018,23555,17138,23765,23800,23490
01/26/2018,23745,15884,23690,23800,23555
01/25/2018,23630,22163,23765,23840,23465
01/24/2018,23765,20304,24020,24075,23620
01/23/2018,24035,16023,23965,24200,23930
01/22/2018,23970,10080,23830,23980,23695
01/19/2018,23860,16124,23830,23915,23735
01/18/2018,23850,17354,24070,24140,23710
01/17/2018,24090,14661,23780,24145,23695
01/16/2018,23750,26762,23740,24015,23660
01/12/2018,23855,3122,23845,23885,23695
01/11/2018,23810,12529,23640,23835,23620
01/10/2018,23640,17008,23830,23880,23580
01/09/2018,23865,13811,23975,24025,23790
01/08/2018,23980,15332,23840,23990,23825
01/05/2018,23810,11577,23680,23850,23545
01/04/2018,23670,16435,23215,23700,23115
01/03/2018,23200,8252,22825,23245,22795
01/02/2018,22855,5047,22750,22935,22655
12/29/2017,22740,6363,22820,22915,22605
12/28/2017,22825,6329,22955,22985,22760
12/27/2017,22945,5383,22920,22990,22895
12/26/2017,22910,2374,22905,22965,22880
12/22/2017,22875,4441,22830,22915,22810
12/21/2017,22835,7522,22835,22950,22725
12/20/2017,22855,8841,22810,22940,22810
12/19/2017,22810,9412,23010,23045,22805
12/18/2017,23000,10886,22735,23020,22725
12/15/2017,22730,11492,22605,22760,22480
12/14/2017,22605,10169,22730,22800,22550
12/13/2017,22705,10953,22925,22940,22695
12/12/2017,22900,9395,22955,23010,22835
12/11/2017,22960,7989,22935,23070,22805
12/08/2017,22900,12752,22665,22915,22570
12/07/2017,22635,16324,22285,22675,22255
12/06/2017,22240,24164,22485,22540,22060
12/05/2017,22475,28192,22505,22690,22455
12/04/2017,22485,41301,22810,22940,22480
12/01/2017,22655,44420,22895,23005,22375
11/30/2017,22880,20768,22680,22970,22520
11/29/2017,22655,16951,22600,22805,22525
11/28/2017,22635,13515,22490,22650,22375
11/27/2017,22480,13268,22675,22710,22425
11/24/2017,22655,14139,22455,22670,22325
11/22/2017,22410,1294,22390,22440,22325
11/21/2017,22670,12663,22470,22680,22420
11/20/2017,22465,16515,22250,22515,22185
11/17/2017,22345,26858,22595,22780,22290
11/16/2017,22595,24358,22080,22630,21995
11/15/2017,22120,34870,22315,22340,21845
11/14/2017,22315,19898,22370,22555,22275
11/13/2017,22375,22380,22525,22645,22130
11/10/2017,22485,27660,22660,22750,22355
11/09/2017,22660,60643,22970,23445,22335
11/08/2017,22960,12546,22865,22990,22770
11/07/2017,22880,17946,22595,23010,22540
11/06/2017,22595,12995,22625,22675,22450
11/03/2017,22625,5956,22610,22660,22520
11/02/2017,22580,14046,22540,22670,22390
11/01/2017,22550,18777,22230,22615,22180
10/31/2017,22225,13734,21930,22245,21855
10/30/2017,21910,9626,22105,22125,21865
10/27/2017,22075,14495,21890,22140,21840
10/26/2017,21875,10447,21765,21890,21720
10/25/2017,21735,18461,21945,21955,21615
10/24/2017,21930,12931,21665,21955,21655
10/23/2017,21675,14705,21640,21865,21625
10/20/2017,21580,10849,21375,21595,21340
10/19/2017,21370,20324,21470,21535,21240
10/18/2017,21470,10488,21390,21475,21350
10/17/2017,21400,11388,21375,21430,21265
10/16/2017,21370,10931,21250,21390,21230
10/13/2017,21265,14078,21030,21300,20960
10/12/2017,21015,7591,21005,21065,20955
10/11/2017,20975,9835,20855,21005,20820
10/10/2017,20855,10543,20735,20875,20695
10/09/2017,20720,2562,20650,20780,20605
10/06/2017,20695,8389,20735,20790,20670
10/05/2017,20730,7135,20685,20740,20630
10/04/2017,20700,7606,20700,20720,20625
10/03/2017,20705,8022,20520,20705,20475
10/02/2017,20500,11164,20365,20510,20365
09/29/2017,20385,7215,20355,20405,20305
09/28/2017,20360,7823,20410,20435,20325
09/27/2017,20425,13521,20270,20460,20240
09/26/2017,20270,7508,20235,20295,20180
09/25/2017,20205,8944,20245,20345,20135
09/22/2017,20235,9936,20270,20315,20155
09/21/2017,20295,10009,20300,20400,20210
09/20/2017,20315,10012,20160,20320,20150
09/19/2017,20180,10702,20020,20210,20000
09/18/2017,20015,4685,19895,20030,19890
09/15/2017,19880,10002,19760,19930,19665
09/14/2017,19765,9129,19770,19820,19695
09/13/2017,19790,6357,19800,19815,19710
09/12/2017,19765,9809,19615,19815,19565
09/11/2017,19595,8873,19250,19610,19250
09/08/2017,19200,8306,19320,19330,19140
09/07/2017,19325,12284,19350,19400,19260
09/06/2017,19470,18021,19355,19490,19260
09/05/2017,19355,42221,19515,19620,19270
09/01/2017,19695,2267,19510,19620,19440
08/31/2017,19675,13291,19550,19735,19550
08/30/2017,19565,10222,19480,19590,19435
08/29/2017,19475,17275,19285,19505,19060
08/28/2017,19470,4702,19450,19525,19395
08/25/2017,19450,7555,19415,19540,19375
08/24/2017,19415,7275,19340,19435,19315
08/23/2017,19355,7665,19500,19615,19345
08/22/2017,19485,10383,19355,19500,19340
08/21/2017,19330,8117,19470,19540,19265
08/18/2017,19455,10304,19465,19550,19320
08/17/2017,19485,10425,19705,19725,19465
08/16/2017,19715,7989,19730,19805,19690
08/15/2017,19730,10359,19605,19825,19585
08/14/2017,19600,10728,19440,19615,19405
08/11/2017,19410,9786,19365,19495,19300
08/10/2017,19365,13356,19775,19820,19365
08/09/2017,19765,15911,19940,19940,19650
08/08/2017,19945,7706,20065,20065,19935
08/07/2017,20055,3265,20050,20095,20030
08/04/2017,20045,6484,19980,20065,19935
08/03/2017,19970,6540,20080,20080,19960
08/02/2017,20075,7533,20060,20105,20010
08/01/2017,20015,6577,19905,20060,19905
07/31/2017,19940,6448,19965,20020,19915
07/28/2017,19970,8201,20060,20080,19925
07/27/2017,20045,10789,20025,20180,19970
07/26/2017,20020,6163,20095,20125,20005
07/25/2017,20080,7421,19965,20105,19935
07/24/2017,19975,7035,20005,20005,19875
07/21/2017,20005,8626,20105,20130,19970
07/20/2017,20110,8288,20050,20160,20035
07/19/2017,20035,5689,20000,20060,19960
07/18/2017,20000,9021,20070,20105,19915
07/17/2017,20060,3241,20035,20140,19995
07/14/2017,20065,6223,20160,20170,20040
07/13/2017,20140,6157,20175,20205,20075
07/12/2017,20165,9100,20165,20190,20060
07/11/2017,20150,7601,20075,20215,20075
07/10/2017,20085,10048,20065,20155,20025
07/07/2017,20060,9533,19905,20085,19870
07/06/2017,19930,15076,20130,20140,19895
07/05/2017,20100,17835,20200,20230,19915
07/03/2017,20180,1478,20200,20230,20130
06/30/2017,20105,10346,20025,20130,19965
06/29/2017,20010,13618,20255,20315,19890
06/28/2017,20245,12948,20180,20255,20060
06/27/2017,20180,8875,20215,20250,20135
06/26/2017,20225,7557,20110,20235,19950
06/23/2017,20130,4717,20145,20165,20080
06/22/2017,20135,6516,20135,20195,20075
06/21/2017,20135,8459,20190,20215,20075
06/20/2017,20205,8795,20170,20320,20165
06/19/2017,20165,7974,19990,20185,19950
06/16/2017,19975,9674,19920,20020,19900
06/15/2017,19920,12282,19885,19980,19750
06/14/2017,19900,11336,19990,20020,19765
06/13/2017,19960,7587,19865,20075,19850
06/12/2017,19850,10601,19960,19975,19800
06/09/2017,19960,14302,20015,20120,19870
06/08/2017,20055,16054,20025,20090,19910
06/07/2017,19990,12683,19940,20025,19905
06/06/2017,19945,26221,20140,20155,19895
06/05/2017,20150,24029,20125,20225,20090
06/02/2017,20160,18838,19950,20250,19925
06/01/2017,19935,13032,19700,19950,19665
05/31/2017,19675,9699,19655,19720,19595
05/30/2017,19620,10685,19695,19745,19570
05/26/2017,19715,1371,19825,19745,19630
05/25/2017,19815,10890,19735,19860,19715
05/24/2017,19735,7701,19790,19800,19695
05/23/2017,19780,9464,19705,19785,19590
05/22/2017,19695,6466,19695,19730,19620
05/19/2017,19695,10915,19625,19755,19505
05/18/2017,19610,22065,19445,19660,19295
05/17/2017,19460,21545,19830,19850,19445
05/16/2017,19860,9380,19960,20005,19815
05/15/2017,19950,8576,19795,19995,19765
05/12/2017,19820,9204,19885,19955,19795
05/11/2017,19875,11797,19955,20005,19805
05/10/2017,19965,9315,19950,19985,19875
05/09/2017,19960,10293,19930,20040,19860
05/08/2017,19925,13671,19775,19945,19730
05/05/2017,19725,5361,19620,19755,19475
05/04/2017,19585,6158,19580,19690,19520
05/03/2017,19620,7007,19475,19655,19390
05/02/2017,19480,7148,19370,19530,19345
05/01/2017,19365,5783,19225,19385,19185
04/28/2017,19235,8146,19255,19285,19170
04/27/2017,19255,8953,19210,19325,19210
04/26/2017,19200,12115,19215,19355,19185
04/25/2017,19225,14992,18910,19270,18885
04/24/2017,18900,19333,18930,19070,18880
04/21/2017,18650,9478,18625,18705,18585
04/20/2017,18620,9955,18410,18660,18400
04/19/2017,18435,8542,18345,18555,18345
04/18/2017,18380,10461,18535,18590,18315
04/17/2017,18525,9043,18350,18535,18255
04/13/2017,18405,14105,18515,18520,18355
04/12/2017,18520,14200,18690,18695,18495
04/11/2017,18695,14693,18760,18820,18605
04/10/2017,18810,7222,18840,18910,18750
04/07/2017,18840,21992,18815,18905,18565
04/06/2017,18790,17935,18820,18845,18585
04/05/2017,18845,14796,18995,19080,18830
04/04/2017,18965,14591,19035,19060,18755
04/03/2017,19045,11981,19005,19125,18960
03/31/2017,19015,15301,19290,19300,18950
03/30/2017,19250,9431,19220,19285,19085
03/29/2017,19220,10500,19255,19315,19165
03/28/2017,19255,13286,19070,19280,19005
03/27/2017,19055,13346,19145,19145,18800
03/24/2017,19155,15075,18995,19230,18960
03/23/2017,18970,13408,18995,19060,18875
03/22/2017,18970,16782,19040,19100,18835
03/21/2017,19030,15574,19320,19415,19015
03/20/2017,19335,5707,19400,19460,19285
03/17/2017,19360,9692,19415,19475,19330
03/16/2017,19405,12549,19450,19595,19375
03/15/2017,19440,7749,19510,19545,19410
03/14/2017,19505,5940,19620,19665,19460
03/13/2017,19610,6112,19520,19630,19465
03/10/2017,19520,13274,19370,19600,19370
03/09/2017,19365,10083,19250,19395,19215
03/08/2017,19270,6739,19280,19370,19150
03/07/2017,19340,17086,19350,19395,19315
03/06/2017,19375,35492,19450,19515,19305
03/03/2017,19470,12124,19570,19600,19405
03/02/2017,19565,11550,19605,19685,19550
03/01/2017,19575,22680,19200,19635,19175
02/28/2017,19195,11723,19200,19280,19035
02/27/2017,19205,12503,19170,19235,19005
02/24/2017,19170,12123,19285,19430,19095
02/23/2017,19295,9948,19370,19400,19235
02/22/2017,19350,12581,19465,19475,19290
02/21/2017,19460,14703,19265,19495,19125
02/17/2017,19150,1784,19275,19280,19125
02/16/2017,19150,13267,19275,19295,19045
02/15/2017,19290,15769,19460,19540,19190
02/14/2017,19440,11892,19495,19520,19365
02/13/2017,19500,14060,19535,19545,19250
02/10/2017,19360,17538,19195,19485,19190
02/09/2017,19185,14282,18950,19235,18895
02/08/2017,18960,11255,18960,19070,18885
02/07/2017,18970,9928,18875,19000,18825
02/06/2017,18875,11566,19065,19135,18825
02/03/2017,19080,17563,19090,19135,18845
02/02/2017,19075,15177,19200,19215,18885
02/01/2017,19195,17587,19020,19315,18945
01/31/2017,19020,20913,19200,19220,18850
01/30/2017,19210,16137,19455,19470,19095
01/27/2017,19505,11803,19520,19585,19435
01/26/2017,19540,14072,19255,19600,19245
01/25/2017,19250,15698,19080,19325,19015
01/24/2017,19080,12104,18875,19120,18810
01/23/2017,18940,15785,19160,19175,18835
01/20/2017,19185,11619,19120,19320,19075
01/19/2017,19105,12904,19060,19220,19015
01/18/2017,19060,12951,18785,19075,18680
01/17/2017,18775,26547,19100,19330,18710
01/13/2017,19345,3287,19225,19420,19095
01/12/2017,19345,13448,19225,19420,19195
01/11/2017,19225,18063,19425,19430,19000
01/10/2017,19395,16674,19390,19555,19165
01/09/2017,19370,11431,19470,19525,19285
01/06/2017,19635,9318,19480,19675,19375
01/05/2017,19480,14330,19675,19705,19420
01/04/2017,19685,12273,19365,19720,19325
01/03/2017,19380,10413,19175,19485,19165
12/30/2016,19110,6806,19085,19235,19035
12/29/2016,19090,12532,19395,19395,18990
12/28/2016,19390,3913,19480,19535,19360
12/27/2016,19450,2958,19420,19505,19385
12/23/2016,19460,2849,19440,19500,19410
12/22/2016,19445,5424,19450,19475,19340
12/21/2016,19470,8234,19610,19615,19395
12/20/2016,19595,10034,19435,19680,19390
12/19/2016,19445,7943,19350,19480,19315
12/16/2016,19365,9010,19495,19515,19305
12/15/2016,19500,17537,19400,19570,19185
12/14/2016,19410,13755,19340,19480,19185
12/13/2016,19340,9816,19135,19370,19075
12/12/2016,19135,12825,19275,19335,19085
12/09/2016,19255,13858,18890,19260,18825
12/08/2016,18880,17730,18470,18665,18415
12/07/2016,18625,17730,18470,18665,18415
12/06/2016,18455,15945,18420,18495,18320
12/05/2016,18400,36997,18250,18570,18235
12/02/2016,18375,11965,18465,18480,18255
12/01/2016,18450,13802,18615,18755,18400
11/30/2016,18620,13703,18360,18665,18295
11/29/2016,18365,9043,18265,18460,18245
11/28/2016,18295,9780,18370,18385,18220
11/25/2016,18400,15009,18420,18495,18285
11/23/2016,18440,8327,18215,18455,18165
11/22/2016,18225,8937,18070,18260,18050
11/21/2016,18050,10378,18045,18180,18010
11/18/2016,18040,11997,18125,18150,17935
11/17/2016,18125,9550,17810,18135,17765
11/16/2016,17800,9274,17910,17965,17795
11/15/2016,17920,10211,17710,17930,17630
11/14/2016,17720,14105,17440,17760,17435
11/11/2016,17440,15762,17520,17635,17290
11/10/2016,17520,23515,17255,17580,17145
11/09/2016,17240,54170,17345,17465,16140
11/08/2016,17340,10228,17320,17400,17135
11/07/2016,17335,11591,17050,17340,17045
11/04/2016,16880,11534,17000,17030,16830
11/03/2016,16995,7039,17035,17145,16935
11/02/2016,17040,13782,17260,17305,16975
11/01/2016,17270,12723,17470,17595,17170
10/31/2016,17420,N/A,17420,17420,17420
10/28/2016,17425,11442,17480,17515,17360
10/27/2016,17475,11907,17385,17515,17305
10/26/2016,17385,9889,17350,17410,17290
10/25/2016,17380,8800,17380,17460,17335
10/24/2016,17365,9557,17255,17395,17195
10/21/2016,17275,8597,17320,17365,17150
10/20/2016,17305,14599,17005,17320,16990
10/19/2016,17015,6140,16965,17045,16955
10/18/2016,16970,6119,16880,17040,16860
10/17/2016,16880,6421,16890,16970,16840
10/14/2016,16910,8627,16815,17000,16755
10/13/2016,16805,12509,16985,17010,16680
10/12/2016,17000,8755,16920,17020,16855
10/11/2016,16915,9909,16985,17100,16855
10/10/2016,16985,4401,16830,17025,16790
10/07/2016,16820,11140,16965,16970,16770
10/06/2016,16975,8402,16985,17000,16865
10/05/2016,16985,8777,16795,17010,16745
10/04/2016,16770,13010,16640,16895,16635
10/03/2016,16650,6785,16570,16680,16565
09/30/2016,16595,14297,16560,16635,16350
09/29/2016,16560,12935,16590,16790,16490
09/28/2016,16590,8296,16540,16600,16410
09/27/2016,16510,13466,16335,16605,16205
09/26/2016,16330,9552,16655,16655,16300
09/23/2016,16630,8618,16805,16870,16590
09/22/2016,16815,8388,16530,16880,16510
09/21/2016,16555,21862,16445,16795,16310
09/20/2016,16415,7469,16335,16575,16325
09/19/2016,16330,4668,16335,16425,16275
09/16/2016,16325,10479,16465,16480,16305
09/15/2016,16470,10581,16445,16485,16300
09/14/2016,16430,11923,16620,16670,16390
09/13/2016,16605,12423,16740,16800,16470
09/12/2016,16735,13290,16735,16770,16475
09/09/2016,16735,12398,16960,16980,16725
09/08/2016,16955,22587,16930,17025,16885
09/07/2016,16970,22587,16930,17025,16885
09/06/2016,16945,35592,17025,17170,16900
09/02/2016,16945,15126,17025,17170,17010
09/01/2016,17140,11439,16985,17170,16860
08/31/2016,16965,11414,16885,17075,16855
08/30/2016,16925,9280,16845,16930,16815
08/29/2016,16865,10185,16705,16890,16690
08/26/2016,16710,17068,16525,16600,16335
08/25/2016,16595,17068,16525,16600,16335
08/24/2016,16505,8276,16555,16660,16485
08/23/2016,16540,8350,16575,16640,16510
08/22/2016,16555,9153,16570,16660,16445
08/19/2016,16550,8418,16550,16615,16415
08/18/2016,16485,8418,16550,16615,16415
08/17/2016,16550,9169,16650,16740,16480
08/16/2016,16680,8080,16600,16765,16555
08/15/2016,16575,11742,16875,16900,16530
08/12/2016,16885,8771,16880,16945,16785
08/11/2016,16825,8771,16880,16945,16785
08/10/2016,16880,5522,16665,16925,16605
08/09/2016,16705,8812,16695,16825,16655
08/08/2016,16695,7702,16650,16775,16625
08/05/2016,16655,12016,16255,16505,16205
08/04/2016,16440,12016,16255,16505,16205
08/03/2016,16245,14628,16110,16280,15925
08/02/2016,16095,13082,16155,16285,15980
08/01/2016,16125,14938,16465,16560,16020
07/29/2016,16480,28578,16140,16795,16075
07/28/2016,16360,28578,16140,16795,16075
07/27/2016,16635,14352,16695,16715,16435
07/26/2016,16645,19827,16525,16895,16495
07/25/2016,16455,16159,16620,16640,16290
07/22/2016,16615,9908,16685,16755,16605
07/21/2016,16660,9908,16685,16755,16605
07/20/2016,16625,24450,16950,16990,16525
07/19/2016,16935,14420,16695,16950,16605
07/18/2016,16680,13532,16700,16790,16565
07/15/2016,16680,15999,16615,16680,16455
07/14/2016,16560,15999,16615,16680,16455
07/13/2016,16615,24146,16565,16610,16265
07/12/2016,16600,26331,16140,16640,16080
07/11/2016,16145,22966,15500,16210,15425
07/08/2016,15410,19183,15370,15460,15160
07/07/2016,15360,12168,15430,15470,15285
07/06/2016,15445,20751,15540,15540,15170
07/05/2016,15515,17224,15765,15870,15425
07/01/2016,15630,5838,15765,15870,15565
06/30/2016,15820,20405,15870,15880,15530
06/29/2016,15810,15291,15610,15885,15435
06/28/2016,15635,22949,15240,15645,15060
06/27/2016,15250,23995,15190,15480,15085
06/24/2016,15245,56147,16670,16720,14990
06/23/2016,16590,15981,16080,16615,16080
06/22/2016,16025,13302,16180,16230,16020
06/21/2016,16205,14675,15995,16340,15810
06/20/2016,15900,13160,15715,16140,15715
06/17/2016,15640,15923,15645,15830,15505
06/16/2016,15665,23559,15955,15990,15320
06/15/2016,15965,14245,15840,16075,15785
06/14/2016,15870,16832,15990,16120,15730
06/13/2016,16000,16673,16350,16355,15965
06/10/2016,16380,13602,16685,16740,16270
06/09/2016,16685,11105,16835,16845,16545
06/08/2016,16855,20035,16735,16855,16580
06/07/2016,16710,18135,16660,16845,16535
06/06/2016,16660,30932,16345,16690,16305
06/03/2016,16335,17492,16635,16715,16265
06/02/2016,16615,17984,16840,16875,16450
06/01/2016,16865,16654,17095,17160,16755
05/31/2016,17085,20023,17045,17270,16910
05/27/2016,16930,5907,17080,17180,16910
05/26/2016,16890,10246,16960,16980,16750
05/25/2016,16940,13115,16775,17005,16740
05/24/2016,16780,12059,16520,16815,16480
05/23/2016,16535,10800,16765,16765,16430
05/20/2016,16740,11160,16625,16830,16565
05/19/2016,16610,13540,16745,16865,16495
05/18/2016,16735,18105,16590,16820,16520
05/17/2016,16575,11708,16620,16810,16530
05/16/2016,16635,11611,16395,16695,16315
05/13/2016,16415,12701,16655,16835,16335
05/12/2016,16655,15319,16420,16815,16385
05/11/2016,16450,13512,16805,16845,16440
05/10/2016,16805,18271,16295,16830,16220
05/09/2016,16300,13813,16185,16460,16160
05/06/2016,16110,17181,16110,16310,15885
05/05/2016,16085,7092,15935,16170,15935
05/04/2016,15935,7201,16035,16130,15865
05/03/2016,15975,8660,16165,16200,15865
05/02/2016,16175,16838,15995,16235,15960
04/29/2016,15925,19173,16385,16400,15890
04/28/2016,16335,40258,17490,17630,16170
04/27/2016,17555,17887,17515,17565,17285
04/26/2016,17540,14462,17455,17570,17255
04/25/2016,17500,15664,17800,17825,17385
04/22/2016,17800,22024,17245,17820,17185
04/21/2016,17280,19763,17290,17460,17215
04/20/2016,17280,18281,17070,17370,16900
04/19/2016,17065,17286,16690,17195,16690
04/18/2016,16690,17487,16535,16730,16290
04/15/2016,16650,15166,16850,16980,16640
04/14/2016,16845,19847,16675,16970,16655
04/13/2016,16655,19414,16125,16710,16115
04/12/2016,16115,19055,15750,16185,15705
04/11/2016,15755,19381,15820,15950,15565
04/08/2016,15825,24046,15490,16075,15465
04/07/2016,15495,22948,15830,15910,15375
04/06/2016,15790,14582,15695,15870,15610
04/05/2016,15665,19993,16145,16145,15595
04/04/2016,16150,13173,16210,16285,16065
